Review,Rating,One-word Review,Product Name,Product ID,Sentiment_Score,compound,vader_lexicon_Sentiment
Recommended product.,4,Nice product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}",0.2023,Positive
A great value for money device by OnePlus Awesome experience awesome camera and performance and battery backup + charging is unmatchable.,4,Nice product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.9403}",0.9403,Positive
"Really good,",4,Pretty good,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,Positive
OnePlus 11r 5g are best phone,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive
📲📱 best in the year,5,Awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive
Best phone in this segment.. thanks Flipkart 😊,5,Worth every penny,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.7964}",0.7964,Positive
Picture quality and phone colour etc is very Good...and phone performance is 1st class battery performance also very Good and charge fast total 10 to 20 min totally charges,5,Perfect product!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.073, 'neu': 0.829, 'pos': 0.098, 'compound': 0.2023}",0.2023,Positive
It's an awesome product.. Display is awesome. Performance wise too good. According to me this is oneplus one of the best product. I was planned for Google pixel 7a but my mind change after saw this handset... I am very happy with this product. As usual seeing oneplus before it's too upgraded and modified. Performance wise too fast as expected.,5,Highly recommended,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.9654}",0.9654,Positive
"I'm give the Review after 15 day and I'm feel very good this phone camera quality is very nice , battery, also and curve display is awesome, thanks to OnePlus 😊",5,Really Nice,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9229}",0.9229,Positive
Nice mobile,4,Delightful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Nice one,4,Good choice,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Oneplus is the best mobile and it is better than Vivo mobile,4,Worth the money,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.7964}",0.7964,Positive
Excellent Phone satisfied with one plus this time,5,Brilliant,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.7579}",0.7579,Positive
"Camera Superb, Display Is Amazing. Overall A Great Phone On This Budget Segment.",5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9186}",0.9186,Positive
I'm writing this review after 1 month of experience let's get to the point if you are a hardcore gamer stay away from this device yeah 8+ gen 1 not giving it peek performance in this device.. and the camera it's good details is very very good... The display is just awesome you can watch Netflix in HDR 10+.. and the battery you can see in pic BTW I didn't charge 100% battery it's from 86%,4,Really Nice,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.026, 'neu': 0.858, 'pos': 0.116, 'compound': 0.8}",0.8,Positive
Camera 🤳📸 super performance good not beast display ultimate and battery life also good 👍,5,Classy product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.8658}",0.8658,Positive
Beautiful selfie and rear,4,Worth the money,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,Positive
Best picture,4,Pretty good,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,Positive
1.I didn't expect the display was really awesome with 1.5k resolution. 2.Main 50MP Camera is performing great.others are 8+2 performs decent. 3.Battery is very good it comes with 5000mah and 100w fast charging really superb.It gives 7 to 8 hrs screen on time. 4.Proccessor is really cool.It runs any application easily without any lags. 5.Design is one of the major highlight of this phone.Really Excellent design.,4,Delightful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.9531}",0.9531,Positive
One of the Best in Android,5,Simply awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive
Fully satisfied with the product. It is a true flagship killer phone. Main Camera is very good but other two cameras are average. Photos in daylight as well as in night are great. I would rate camera 4 out of 5.  Performance is top notch with snapdragon 8 gen 1 processor. I would rate processor 4.5 out of 5.  Battery backup is great. It lasts almost a day with moderate usage. I would rate battery 4.7 out of 5  Charging is awesome. 100 watt charger fully charges the phone in around half an hou... READ MORE,5,Classy product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.052, 'neu': 0.686, 'pos': 0.262, 'compound': 0.9729}",0.9729,Positive
Very good,5,Perfect product!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,Positive
Best flagship phone one plus 11 r ..No doubt it is best of the best,5,Just wow!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.098, 'neu': 0.353, 'pos': 0.549, 'compound': 0.91}",0.91,Positive
"I can tell you this after six months of use. That mobile is great. Be it in terms of camera or in terms of performance, it is great in every aspect. ❤️❤️",5,Mind-blowing purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.8481}",0.8481,Positive
Battery life is good and camera is ok not up to the mark a decent one,4,Delightful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6249}",0.6249,Positive
Super good,5,Must buy!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7783}",0.7783,Positive
Nice phone ! Can go for it 👍,4,Really Nice,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4753}",0.4753,Positive
Excellent phone .go with it 🔥💯,5,Simply awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,Positive
Just go for it...,3,Decent product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Very good,5,Terrific,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,Positive
Good Performance,5,Awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
The best processor i have ever seen in this mobile . Performance was best and i brought only seeing the processor. If you want to store high data this phone will be the best. No lag issues. I am dissatisfied with battery life since it consumes a high amount of battery though using for 4 to 5 hrs continuously as it is new.its too much smooth and charging is so fast. If you see any lag issue in any app then it might be an bug in that app but not the mobile fault,4,Nice product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.07, 'neu': 0.807, 'pos': 0.122, 'compound': 0.7216}",0.7216,Positive
Excellent camera performance..... Good optimisation in battery back up.... excellent performance... Lovable design,5,Must buy!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.9509}",0.9509,Positive
Super photo and video hosting,5,Great product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}",0.5994,Positive
VALUE FOR MONEY PRODUCT BUT IF YOU NEED PROPER PROFESSIONAL PHOTOGRAPHY THEN RECOMMENDED THE VIVO MOBILES THE VIVO X SERIES I,4,Good quality product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4404}",0.4404,Positive
Nice,5,Mind-blowing purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive
"Updated to Android 14. Overall good phone, performance, built quality, display, oxygen os, call quality, network reception, sound, battery backup, charging speed, all are good, except the camera department. Front camera has a face beauty mode, which does not work properly. It shows smooth skin while capturing but then makes the skin look rough again after capturing, so it just spoils the joy of taking selfies. Retouch/beautify during video call option is disabled in this phone. So, without th... READ MORE",4,Really Nice,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.8885}",0.8885,Positive
This is a very good phone. I got this phone at a very low price. The camera is amazing. The battery is also amazing. The performance is also best. Everyone is requested to please buy this product without thinking. Thank you.,5,Just wow!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.085, 'neu': 0.587, 'pos': 0.328, 'compound': 0.9299}",0.9299,Positive
Worth uh parama .. worth aeeee....,5,Simply awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.4215}",0.4215,Positive
OnePlus 11R 5G . Money value mobile camera 🤳 was outstanding performance and batter also so good backup and important charging very fast charging,5,Super!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8988}",0.8988,Positive
Best premium Smartphone,5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive
Super Camera,5,Mind-blowing purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,Positive
Very good product,5,Super!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,Positive
Working is best smart phone 📱 but camera module is small wike..,5,Simply awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.5346}",0.5346,Positive
Awesome phone and best performance.,5,Terrific,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.8519}",0.8519,Positive
Just amazing 😍...,5,Brilliant,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0.5859,Positive
Nice phone with nice camera clarity,5,Best in the market!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.8074}",0.8074,Positive
Feels like battery drains fast..,4,Good quality product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
Amazing product,5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,Positive
Nyc products,5,Great product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Excellent Camera Very Good Performance Simply Awesome 👌,5,Classy product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.8999}",0.8999,Positive
"Hardware specs are fantastic . Great display , fast performance , battery holds up pretty well Good camera The reason for a 3 star rating is the software . Coming from a Samsung phone this UI does not feel premium tbh . I have a few issues with it - the notifications panel is a big inconvenience . You cannot drag to collapse or expand . You have to click the tiny down arrow on the corner of the notification. Google news does display properly on the notification panel . Swiping right clea... READ MORE",3,Does the job,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.026, 'neu': 0.74, 'pos': 0.234, 'compound': 0.9583}",0.9583,Positive
Performance was good,5,Super!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive
I have been using it for 3-4 days now the camera is the quality I wanted Performance is also a good display is amazing Go ahead,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7717}",0.7717,Positive
Camera is not upto the mark. Apart from that everything is fine. Overall it's a good phone. 😍,5,Terrific,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.5719}",0.5719,Positive
Best Phone under 40k,5,Excellent,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Positive
Awesome Mobile Very Smooth and Camera Quality good.,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.7906}",0.7906,Positive
Gud camera clarity.. so many new things in phone technology is more applicable.. worth buying,5,Classy product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.2911}",0.2911,Positive
Nice phone,5,Worth every penny,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Excellent 👍,5,Excellent,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,Positive
Everything all over performance is superb,5,Simply awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,Positive
I love this phone 😍,5,Great product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive
Night mode is osm,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Phone is good .I m using this phone last 2 months .everything is good ..,5,Perfect product!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.7003,Positive
"Excellent phone with good bettey backup, screen resolution quality is perfect, camera quality perfect overall worth it for your money",5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.9423}",0.9423,Positive
Good Model and make,5,Perfect product!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
nice product,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Nice product gaming phone and very good performance,5,Brilliant,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7178}",0.7178,Positive
Best mobile at best price...,5,Mind-blowing purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.8555}",0.8555,Positive
Nice one plus phone very good experience🥰🥰🥰🥰,5,Awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7178}",0.7178,Positive
Best Product from OnePlus...Worth buying it 🙂,5,Super!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive
Nice design and camera 📸 quality,5,Highly recommended,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,Positive
Yesterday I purchased. Battery and performance will confirm after some day use,5,Mind-blowing purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I have been using this device for the past one month, and so far, I haven't encountered any issues. Everything is good Here are my review Display 5/5 Battery 4/5 Charging speed 5/5 Haptic feedback 5/5 Speaker 4/5 Performance 5/5",5,Must buy!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.4404}",0.4404,Positive
Nice phone it is better than nothing,5,Brilliant,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908,Positive
Camera Quality Is Just Awesome 😎 Good Performance... Totally The Mobile Is So Nice,4,Really Nice,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.8777}",0.8777,Positive
Nice Camera.....,4,Delightful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Battery 10/10 Camera 10/10 Voice quality 10/10,5,Decent product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Nice mobile and performance is very good,4,Very Good,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7178}",0.7178,Positive
Good product nice battery Good display Design super All is ok,5,Super!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.29, 'pos': 0.71, 'compound': 0.9287}",0.9287,Positive
This is a good phone but the main problem is that the Internet doesn't connect well. Good for gaming. Lag free performance. The battery charges very fast and takes less time. Camera quality is excellent. It can capture things far away with good quality. The design is not so impressive because the camera size is way too much large. It can be a bit smaller also. The display size is okay enough. Otherwise the phone is a good phone to use. Thank you 😊,5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.173, 'neu': 0.604, 'pos': 0.223, 'compound': 0.7595}",0.7595,Positive
Very nice Mobile but the only issue is about battery it just drains quickly if we continuesly listen music or watch videos.,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.2609}",0.2609,Positive
"Mobile is having excellent display, excellent in power packed performance but only thing is battery drain fast..",5,Must buy!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5719}",0.5719,Positive
Good Phone.,4,Good quality product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
Nice phone good performance,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,Positive
Battery will not stand at list 5 hours Battery problem is the most horrible thing and front camera is also not good,5,Terrible product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.331, 'neu': 0.669, 'pos': 0.0, 'compound': -0.8359}",-0.8359,Negative
Everything perfect except weight. . Little bit heavy,4,Very Good,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,Positive
Excellent mobile,5,Brilliant,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive
My favourite brand,5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Super,5,Worth every penny,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,Positive
Ok ok,5,Worth every penny,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,Positive
"Nice phone in camera prosesser an display Good features.speker are good quality.Gaming performance is good PUBG mobile in 90 fps smooth game play for this device Fast charging Customers like the performance, quality and charging speed of the cellular phone. For example, they mention it works efficiently, has an excellent processor and that it supports 100W fast charging Back and front camera are good This phone is good for this price Good night mode camera and video",5,Awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.9849}",0.9849,Positive
Nice proformance,5,Best in the market!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Ok,4,Worth the money,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,Positive
Superb,5,Fabulous!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,Positive
Overall gud,4,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Very good mobile,4,Awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,Positive
Super,4,Very Good,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,Positive
Soo good👍,5,Just wow!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Good product,but back camera design is just like Chinese phone",4,Pretty good,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.6597}",0.6597,Positive
Very much satisfied,5,Must buy!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.4728}",0.4728,Positive
Good,5,Worth every penny,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
Product is so good 👍 And camera battery also awesome 💯😎,5,Mind-blowing purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.8334}",0.8334,Positive
🥰🥰🥰🥰 awesome phone picture quality are best 🥰,5,Classy product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.8519}",0.8519,Positive
Wonderful phone with good design n battery life but I am facing issue of having thin line of pink and green colour on my display screen,4,Good quality product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5106}",0.5106,Positive
Perfect Night Mode with best performance,5,Highly recommended,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.836}",0.836,Positive
Excellent,5,Super!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,Positive
Awesome 👍 my best phone ❤️ Best camera ❤️ Best performance ❤️❤️,5,Best in the market!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.295, 'pos': 0.705, 'compound': 0.9565}",0.9565,Positive
One of the best model one plus have using this phone past 2 months the display is Excellent..,5,Highly recommended,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369,Positive
Awesome phone,5,Wonderful,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,Positive
Super hero OnePlus 11R,5,Fabulous!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.211, 'pos': 0.789, 'compound': 0.8176}",0.8176,Positive
Masterpiece in performance and love the display of this phone. Waiting for some update to improve camera functions.it could have been improved . Worth to buy,5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9451}",0.9451,Positive
I was One plus 7 pro user. Display quality is not that satisfactory because it have 451 ppi only. Primary 50 mp camera is good but another 2 (wild angle and macro) is only 8 and 2. Night vision camera is good again only 50mp camera works satisfactory rest 2 cameras are useless I will say. The processor and speed is mind-blowing. Selfie camera is average. Battery charging speed is incredible It charges 100% only in 20-25 minutes. That work around 7 8 hours heavy performance and normal usage y... READ MORE,4,Worth the money,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.11, 'neu': 0.803, 'pos': 0.087, 'compound': -0.3116}",-0.3116,Negative
My new phone one plus,5,Fabulous!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Superb 5/5,5,Must buy!,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,Positive
Overall very good phone,5,Classy product,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,Positive
"Good performance, 13.1 software updated , no green line issue. Updated features. NYC phone 👌👌",5,Simply awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.129, 'neu': 0.702, 'pos': 0.17, 'compound': 0.1779}",0.1779,Positive
Good Camera,5,Terrific purchase,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
"awesome night mode, I just loved that mode",5,Awesome,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.8402}",0.8402,Positive
A another level performance 💝 no comparison of this ph❤️ love it 🥰,5,Does the job,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.153, 'neu': 0.556, 'pos': 0.292, 'compound': 0.4588}",0.4588,Positive
Very good. Camera and design of mobile,5,Brilliant,OnePlus 11R,MOBGN3AUFRGVERFB,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,Positive
